V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q17,tol1,tol2,tol3,tol4,tol5,tol6,tol7,tol8,tol9,lvl1,lvl2,lvl3,lvl4,growth1,growth2,growth3,growth4,fix1,fix2,fix3,fix4,fix5,fix6,fix7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,redist1,redist2,redist3,redist4,competent,confident,independent,competitive,intelligent,tolerant,warm,good.natured,sincere,wg1,wg2,wg3,wg4,wg5,emp1,emp2,emp3,emp4,emp5,emp6,pt1,pt2,pt3,gender,age,ethnicity,income,ideology,social.iss,econ.iss,partyID
R_3sIY0SHgUVgmOvb,Default Response Set,Anonymous,,,72.159.38.103,0,21/02/2017 9:02,21/02/2017 9:11,1,1,6,5,7,6,2,1,1,1,6,2,2,4,6,6,4,5,3,2,3,5,3,4,2,6,2,3,3,2,4,4,3,3,3,4,3,4,4,2,2,4,3,4,3,3,3,3,3,2,3,2,3,4,2,2,2,5,2,5,5,3,2,4,5,1,2,1,3,4,3,2,61,white,2,4,4,4,1
R_9KzcrXghebtj6aF,Default Response Set,Anonymous,,,73.53.100.228,0,21/02/2017 9:08,21/02/2017 9:11,1,1,5,3,5,5,3,2,3,3,6,3,3,5,5,5,4,5,5,2,3,5,3,4,2,4,2,3,2,3,3,4,2,3,2,3,3,3,2,2,3,3,3,4,3,3,3,2,3,2,2,2,3,2,3,2,3,5,3,5,5,6,2,4,4,2,2,2,3,3,4,1,26,white,4,5,5,6,3
R_24RLOMUYUfMMEWV,Default Response Set,Anonymous,,,174.71.89.212,0,21/02/2017 9:00,21/02/2017 9:12,1,1,7,2,1,2,5,4,6,5,2,1,3,2,7,6,3,2,2,3,5,7,7,1,5,2,5,1,5,5,5,5,5,3,3,5,4,4,5,5,4,5,5,4,3,1,2,1,3,2,1,3,3,2,3,2,4,1,1,1,1,7,2,4,5,2,1,2,5,4,4,1,34,Caucasian,11,6,5,7,3
R_emT8F9O51KySxiR,Default Response Set,Anonymous,,,141.152.79.49,0,21/02/2017 9:00,21/02/2017 9:12,1,1,3,3,4,4,3,3,4,5,5,2,3,3,6,5,4,5,3,3,3,6,5,2,3,4,3,1,3,3,4,3,4,2,2,4,2,4,3,4,2,3,3,4,3,2,3,2,3,1,2,2,2,3,2,3,3,2,2,4,4,7,2,3,5,1,5,1,5,3,4,2,49,white,9,4,4,4,2
R_6WQckTFCkOEUu2h,Default Response Set,Anonymous,,,68.100.47.122,0,21/02/2017 9:06,21/02/2017 9:12,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,1,7,1,7,1,1,5,2,5,1,7,2,2,3,3,4,4,4,3,1,4,3,4,4,3,2,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,7,7,4,1,5,5,1,1,1,5,5,5,1,53,Caucasian,1,2,2,2,2
R_6Q24hNisrqIrr2R,Default Response Set,Anonymous,,,66.87.133.63,0,21/02/2017 9:09,21/02/2017 9:12,1,1,5,5,4,2,5,3,5,5,5,3,5,5,4,6,6,5,5,6,4,5,6,3,5,5,4,2,4,3,4,4,3,4,4,5,4,3,5,4,4,3,4,4,3,2,3,3,3,4,4,3,4,4,4,3,4,5,6,6,5,5,4,3,4,5,3,4,3,4,4,1,26,Caucasian,3,5,6,4,3
R_4SLyMekESYygDlP,Default Response Set,Anonymous,,,66.68.27.192,0,21/02/2017 9:02,21/02/2017 9:14,1,1,7,7,7,7,7,1,1,1,7,2,2,6,6,6,5,4,4,1,2,5,1,3,1,7,2,3,4,3,3,4,4,2,2,2,2,2,3,4,2,3,3,2,4,4,3,2,2,2,2,3,3,3,3,2,3,3,1,2,5,5,2,4,5,1,1,1,4,5,5,2,67,White,2,6,6,6,3
R_bswnjE0LQJn6W21,Default Response Set,Anonymous,,,107.5.45.2,0,21/02/2017 9:09,21/02/2017 9:14,1,1,1,1,7,1,7,7,7,7,1,1,1,7,7,1,1,7,1,1,1,7,7,1,1,7,5,1,5,1,5,5,5,1,1,5,1,1,1,5,1,5,5,5,1,1,1,1,5,5,1,5,5,5,5,5,5,1,1,1,1,7,1,5,5,1,1,1,5,5,1,1,26,Black,3,6,7,7,3
R_5vjLgdh5oZpXpLD,Default Response Set,Anonymous,,,45.23.33.123,0,21/02/2017 9:09,21/02/2017 9:15,1,1,5,6,7,7,2,1,1,1,5,1,1,7,7,7,5,2,2,1,1,6,6,1,1,6,2,3,2,2,4,5,5,1,1,3,2,4,2,3,4,3,1,3,4,4,4,4,4,3,4,3,3,2,4,4,4,1,1,7,7,3,5,5,5,1,1,1,5,5,5,2,51,White,9,6,6,6,3
R_0jsp3mpd2Y3InbL,Default Response Set,Anonymous,,,66.87.133.63,0,21/02/2017 9:13,21/02/2017 9:16,1,1,3,5,5,5,2,2,5,6,5,5,6,6,3,5,5,5,2,4,3,5,5,5,3,5,4,3,4,2,4,4,2,4,4,2,3,5,5,4,3,4,3,4,3,2,3,3,3,3,3,4,4,4,4,3,4,5,3,5,5,4,4,2,4,3,4,4,4,2,4,1,26,Caucasian,3,4,7,7,3
R_78mp7hBu6GZZokB,Default Response Set,Anonymous,,,172.94.43.139,0,21/02/2017 9:04,21/02/2017 9:17,1,1,6,7,6,4,2,2,1,2,6,1,1,2,7,3,7,1,6,2,4,6,4,1,3,5,2,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,3,3,2,1,2,1,4,1,3,3,3,3,4,1,1,1,1,7,2,4,5,2,1,1,4,4,4,1,62,Caucasian,1,6,5,7,3
R_dnfKb7RMCQA6CVf,Default Response Set,Anonymous,,,24.44.98.64,0,21/02/2017 9:11,21/02/2017 9:17,1,1,6,7,7,6,2,1,1,1,7,3,2,3,6,2,6,5,4,2,2,4,2,3,2,6,2,3,1,2,4,3,4,1,2,3,2,4,4,2,1,4,2,3,4,4,3,3,4,2,5,3,4,4,3,3,4,2,3,5,6,5,4,2,4,1,2,1,3,4,2,2,32,White,4,2,1,2,1
R_0Hs5DPSpW78T0nb,Default Response Set,Anonymous,,,98.4.237.158,0,21/02/2017 9:14,21/02/2017 9:18,1,1,5,6,6,5,5,3,2,4,6,5,6,4,5,7,4,5,1,5,6,5,4,6,6,4,4,4,3,4,4,3,4,3,3,4,5,4,4,5,4,4,3,4,4,4,3,2,4,3,4,2,3,5,4,4,3,4,2,7,7,5,1,5,5,1,2,1,5,5,3,2,27,White,2,4,4,4,2
R_3W918KqG8cT4UAt,Default Response Set,Anonymous,,,107.77.213.65,0,21/02/2017 9:15,21/02/2017 9:20,1,1,6,7,7,6,1,1,1,1,6,1,1,2,7,3,6,1,4,1,2,6,3,2,1,7,4,1,2,3,4,3,4,3,3,4,3,3,3,4,2,4,3,3,4,4,3,3,3,1,1,3,3,3,3,3,3,2,1,2,2,6,1,4,5,2,2,1,4,4,2,2,29,Asian ,15,2,2,2,1
R_74G4kuahckQFSQt,Default Response Set,Anonymous,,,98.236.160.243,0,21/02/2017 9:11,21/02/2017 9:20,1,1,1,2,2,1,6,6,6,6,2,5,4,2,2,7,1,5,1,6,2,7,7,2,4,2,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,2,2,2,3,3,3,3,3,1,1,1,1,7,2,4,3,4,2,2,4,3,3,2,39,white,3,7,6,7,3
R_eWGIUS0RPVTC64l,Default Response Set,Anonymous,,,47.20.252.214,0,21/02/2017 9:05,21/02/2017 9:20,1,1,4,5,6,6,5,4,2,2,6,3,2,6,6,5,4,4,2,4,4,4,4,4,4,4,3,2,2,2,2,3,2,3,2,2,2,2,4,3,3,2,2,1,4,3,3,3,4,4,2,1,4,4,4,4,4,2,1,5,7,4,2,4,5,1,1,1,5,5,5,2,27,white,4,4,2,2,1
R_39uigs0lHeD9Zc1,Default Response Set,Anonymous,,,74.207.70.218,0,21/02/2017 9:16,21/02/2017 9:20,1,1,6,7,7,6,1,1,1,1,6,3,1,5,7,5,7,2,7,1,2,5,5,4,1,6,4,2,2,3,4,2,3,4,3,4,3,4,5,4,4,5,4,5,4,4,3,3,3,2,2,2,2,4,2,3,3,4,1,5,6,1,1,5,4,2,1,1,4,4,3,2,40,white,4,2,2,2,1
R_bshL9Y4FqVLql0N,Default Response Set,Anonymous,,,74.113.245.133,0,21/02/2017 9:12,21/02/2017 9:20,1,1,2,2,4,2,6,3,4,4,2,4,4,2,5,6,2,5,2,2,2,6,2,3,2,6,4,2,3,3,4,2,3,2,3,4,3,4,4,1,4,4,3,4,3,2,3,3,4,4,4,4,4,4,4,4,4,5,2,2,2,4,2,4,4,2,1,1,5,4,4,2,57,White,9,5,5,6,2
R_6ePeDSNvGNfKIHb,Default Response Set,Anonymous,,,24.98.239.118,0,21/02/2017 9:09,21/02/2017 9:21,1,1,7,6,7,7,7,1,1,1,7,2,1,1,7,6,5,2,3,1,2,4,2,5,1,6,3,2,3,3,4,4,3,3,2,4,3,4,3,3,2,4,3,4,4,4,4,4,4,1,2,3,3,3,3,3,4,1,1,2,2,7,3,4,5,3,2,1,3,3,3,2,35,African-American,2,2,2,2,1
R_cNrfg6umvoqM7TT,Default Response Set,Anonymous,,,50.172.166.12,0,21/02/2017 9:17,21/02/2017 9:21,1,1,6,6,7,5,2,1,1,1,6,1,1,5,7,7,5,3,4,1,1,7,5,3,1,7,1,1,1,1,4,3,2,5,1,4,1,1,1,3,1,1,3,2,4,4,4,4,3,2,2,3,3,3,3,3,3,7,7,7,7,5,2,4,5,1,1,1,2,3,4,1,35,white,4,2,1,3,2
R_e4muDRQc5qBkDlz,Default Response Set,Anonymous,,,50.251.225.217,0,21/02/2017 9:15,21/02/2017 9:21,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,2,7,1,7,2,7,2,2,7,2,5,2,2,2,2,3,4,3,2,2,3,2,4,3,3,3,3,3,3,4,4,4,4,4,3,4,3,3,4,4,4,4,5,3,6,6,3,2,4,4,2,3,1,4,4,3,2,31,native american,3,1,1,1,1
R_01AxSfGFDaLyPk1,Default Response Set,Anonymous,,,97.83.172.5,0,21/02/2017 9:16,21/02/2017 9:24,1,1,6,6,7,6,2,2,2,2,6,2,2,6,6,5,4,2,4,2,6,6,4,2,2,6,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,6,4,5,4,2,4,5,2,2,1,4,4,4,2,38,Caucasian,13,2,2,2,1
R_diLI8TQK4I1NBJ3,Default Response Set,Anonymous,,,68.116.199.208,0,21/02/2017 9:14,21/02/2017 9:25,1,1,6,7,6,5,2,1,2,2,7,1,2,6,7,2,6,2,6,1,2,4,2,4,1,6,3,2,2,2,3,3,2,2,3,3,2,3,3,2,2,3,2,2,4,4,4,4,4,1,3,2,3,4,4,4,4,4,1,4,6,4,2,4,4,2,2,2,3,4,4,1,46,Caucasian,8,1,1,1,2
R_3rze8tRhRtiYfop,Default Response Set,Anonymous,,,68.1.133.2,0,21/02/2017 9:19,21/02/2017 9:25,1,1,5,4,5,5,5,4,5,4,5,4,4,3,5,5,4,5,4,5,3,4,4,3,3,4,3,3,3,4,4,3,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,4,2,2,2,2,2,2,3,5,4,5,4,2,4,2,3,3,3,4,4,3,2,33,African american,3,2,2,2,1
R_7aoeTA5jJ4hhs1f,Default Response Set,Anonymous,,,201.218.40.198,0,21/02/2017 9:18,21/02/2017 9:25,1,1,6,2,6,6,4,3,6,6,5,6,4,5,6,2,5,2,2,2,2,2,2,6,2,6,4,3,4,4,4,2,4,4,3,3,2,4,3,3,4,4,3,4,4,4,4,4,1,1,4,1,2,3,4,4,4,2,4,2,2,6,2,4,4,2,2,3,3,1,1,2,27,American,5,6,6,6,1
R_af4vYvo0HfK3tid,Default Response Set,Anonymous,,,173.239.197.77,0,21/02/2017 9:21,21/02/2017 9:25,1,1,7,7,7,7,1,1,1,1,7,2,1,5,7,6,5,2,5,1,1,2,1,6,1,7,3,2,1,2,4,5,2,2,2,2,2,3,1,2,2,2,2,3,4,4,4,4,3,2,4,3,4,4,5,5,4,1,1,6,6,3,1,5,5,1,1,1,5,5,5,2,27,White,3,2,1,2,1
R_eqCptDBQfz4DZWt,Default Response Set,Anonymous,,,72.218.130.238,0,21/02/2017 9:19,21/02/2017 9:25,1,1,5,7,6,7,2,1,1,1,7,3,2,7,7,6,4,2,4,3,3,6,3,3,2,6,2,1,3,1,4,5,3,1,1,4,2,3,1,2,2,2,3,4,4,4,4,4,3,1,3,2,3,5,3,3,3,5,2,6,7,6,1,5,5,1,3,1,4,3,4,2,43,HISPANIC,7,3,3,6,2
R_6MelcbzWmX9RVHL,Default Response Set,Anonymous,,,50.52.97.132,0,21/02/2017 9:17,21/02/2017 9:26,1,1,5,6,5,5,2,2,3,3,5,3,3,4,5,4,4,3,4,3,3,5,3,4,3,5,4,2,4,3,4,4,4,2,2,3,2,4,4,3,2,4,3,4,3,3,3,3,2,2,3,2,3,3,3,3,3,2,2,5,5,3,2,4,4,2,2,2,4,4,4,2,52,white,4,3,3,3,1
R_6thNfplnbfwcC7X,Default Response Set,Anonymous,,,76.206.60.24,0,21/02/2017 9:24,21/02/2017 9:26,1,1,6,6,4,6,6,4,6,4,2,5,3,6,6,6,6,5,4,5,6,2,6,6,5,4,5,4,3,2,4,4,3,2,4,3,4,2,1,3,4,4,4,2,3,2,3,1,5,4,4,3,3,4,2,3,2,6,5,4,7,6,4,3,5,3,4,4,4,3,5,2,21,hispanic,4,2,6,2,1
R_3IPjniO166QUBKd,Default Response Set,Anonymous,,,66.188.252.117,0,21/02/2017 9:18,21/02/2017 9:27,1,1,2,5,5,4,4,3,2,3,2,3,3,5,5,6,2,4,2,3,4,6,3,2,3,5,3,1,3,3,3,4,3,3,3,4,2,3,3,3,2,4,3,3,3,2,2,2,4,2,2,3,3,2,2,3,3,3,3,2,3,6,2,3,3,2,2,2,3,2,2,2,39,white,8,3,3,3,2
R_9L8QSYFkLE5ST9r,Default Response Set,Anonymous,,,70.177.151.77,0,21/02/2017 9:22,21/02/2017 9:28,1,1,1,1,2,1,7,6,6,6,1,3,4,4,3,7,3,6,2,2,4,7,6,2,4,4,4,4,3,2,4,4,3,3,3,4,3,4,3,2,3,4,3,3,1,1,1,1,3,1,1,2,3,2,2,1,3,1,1,1,1,7,3,2,4,3,2,3,3,3,4,1,53,white,7,7,7,7,3
R_ba3V7wl7N3sOejz,Default Response Set,Anonymous,,,184.187.152.166,0,21/02/2017 9:21,21/02/2017 9:28,1,1,6,7,6,7,1,1,1,7,7,1,1,7,7,1,7,1,7,1,1,2,2,5,1,7,4,4,2,4,4,2,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,6,1,5,6,2,2,4,5,1,1,1,4,4,4,2,44,African American,3,3,3,3,1
R_b2EH6sZL1oSjFOZ,Default Response Set,Anonymous,,,98.195.222.176,0,21/02/2017 9:21,21/02/2017 9:29,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,5,4,4,5,2,2,4,2,6,2,6,3,3,2,4,4,5,4,4,4,4,4,3,4,4,5,4,4,4,3,4,4,4,3,2,2,2,3,3,3,3,3,2,1,4,5,2,2,4,3,3,2,2,3,3,2,1,33,African,3,3,3,3,1
R_cCugPf07I63LiMB,Default Response Set,Anonymous,,,70.138.153.28,0,21/02/2017 9:27,21/02/2017 9:30,1,1,4,3,5,3,2,4,3,5,5,3,2,3,3,3,4,3,4,4,3,4,4,4,3,4,1,2,2,2,3,3,3,3,3,4,4,4,4,4,3,3,3,4,1,2,2,2,4,3,4,2,4,5,3,3,4,4,4,3,4,3,2,2,3,3,3,3,2,3,2,2,21,black,2,3,6,3,1
R_1S2qG3GGfG75BFX,Default Response Set,Anonymous,,,50.201.40.102,0,21/02/2017 9:25,21/02/2017 9:30,1,1,5,7,7,7,2,2,1,1,7,1,2,6,7,3,4,2,4,1,2,5,1,3,2,6,2,4,3,3,4,4,3,4,2,3,3,3,3,1,3,3,3,4,4,4,4,4,4,1,1,3,3,4,3,3,4,3,2,4,5,5,3,4,5,2,1,1,5,5,5,1,36,Caucasian,6,4,3,3,2
R_4ZXZvhwycRZWbNr,Default Response Set,Anonymous,,,69.181.210.97,0,21/02/2017 9:27,21/02/2017 9:30,1,1,6,6,6,6,2,2,2,2,6,2,2,5,6,4,4,4,4,2,2,3,2,4,2,6,3,2,3,3,4,4,4,3,3,4,3,4,3,4,3,4,4,4,3,3,3,3,2,2,3,2,2,2,2,3,3,2,2,5,3,3,2,4,4,2,2,2,3,3,3,1,24,Japanese,11,2,2,2,1
R_b746JgjKEknD7Qp,Default Response Set,Anonymous,,,70.160.72.183,0,21/02/2017 9:23,21/02/2017 9:30,1,1,3,3,4,4,5,3,3,3,5,2,3,5,5,5,3,2,6,2,3,2,3,4,3,5,2,3,4,4,4,4,3,4,5,4,5,4,5,1,5,3,4,3,3,2,2,2,3,2,1,3,3,2,3,3,3,1,4,3,4,7,2,4,4,3,1,3,4,4,3,1,60,Latino,4,6,6,4,2
R_5j28yrnF8rJtMEd,Default Response Set,Anonymous,,,108.52.234.147,0,21/02/2017 9:25,21/02/2017 9:31,1,1,7,5,7,6,1,1,1,1,7,2,1,4,7,2,5,3,6,2,2,5,4,3,2,5,3,3,2,2,3,4,3,3,2,3,2,3,2,2,2,3,3,3,4,4,3,3,3,2,3,2,2,3,3,3,3,6,6,5,5,3,3,4,4,2,3,2,2,3,2,1,31,white,6,1,1,1,1
R_5oj6SZ9mpBNbiZv,Default Response Set,Anonymous,,,12.216.225.10,0,21/02/2017 9:19,21/02/2017 9:31,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,7,1,1,1,1,1,6,1,7,1,7,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,2,3,3,3,3,1,1,7,7,7,1,4,5,1,1,1,3,3,3,1,35,White,6,3,3,3,2
R_ehRJw8CdG5Pfl8F,Default Response Set,Anonymous,,,99.2.68.61,0,21/02/2017 9:22,21/02/2017 9:31,1,1,3,5,6,6,2,3,1,2,5,3,4,4,5,5,4,3,3,3,2,5,3,4,2,6,4,3,4,3,4,3,4,3,3,4,3,4,2,4,4,4,3,4,3,3,4,2,2,3,4,3,3,5,3,3,3,3,4,5,5,6,4,2,5,2,1,1,4,5,5,2,53,white,3,4,3,5,2
R_dosxl3QQYgz5CER,Default Response Set,Anonymous,,,199.59.44.65,0,21/02/2017 9:21,21/02/2017 9:32,1,1,5,5,5,5,3,2,3,2,6,4,3,4,5,3,5,3,5,2,2,5,3,5,2,6,2,2,2,3,4,3,4,3,3,3,2,3,2,4,2,4,4,4,4,4,4,4,2,1,2,1,2,3,3,3,3,1,1,3,5,5,2,4,5,2,1,2,3,4,3,1,27,Caucasian,4,3,2,4,2
R_bNonZuKinjeW83X,Default Response Set,Anonymous,,,174.60.201.41,0,21/02/2017 9:29,21/02/2017 9:32,1,1,6,6,6,6,2,2,2,2,6,3,3,4,5,4,5,3,5,3,4,4,4,3,3,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,1,3,3,3,3,4,3,3,5,6,2,2,4,4,2,2,2,3,4,4,2,39,American,6,4,3,4,1
R_5gszlLaMJmszXH7,Default Response Set,Anonymous,,,108.80.209.102,0,21/02/2017 9:26,21/02/2017 9:32,1,1,7,7,7,7,1,1,1,2,7,1,1,7,7,3,7,2,7,2,1,5,1,4,1,5,3,3,1,2,2,3,2,2,5,2,5,2,4,2,1,3,1,2,3,4,3,4,3,2,2,1,3,4,3,3,4,1,1,5,1,6,4,3,5,1,1,1,5,5,4,2,53,asian,3,4,5,5,4
R_3V3NtZekKGcqsg5,Default Response Set,Anonymous,,,72.229.225.251,0,21/02/2017 9:13,21/02/2017 9:33,1,1,7,4,7,5,1,1,1,7,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,3,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,3,3,5,5,5,1,1,4,1,7,1,5,3,3,3,3,5,5,5,2,60,white,1,1,4,4,4
R_agyNXPAT1VVJKct,Default Response Set,Anonymous,,,162.243.162.30,0,21/02/2017 9:28,21/02/2017 9:34,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,6,6,6,6,6,4,4,4,4,4,4,4,4,4,2,30,hispanic,11,7,7,7,3
R_cYoTmq89uGD2sNn,Default Response Set,Anonymous,,,99.177.222.29,0,21/02/2017 9:28,21/02/2017 9:34,1,1,5,4,5,5,4,4,5,5,5,4,4,4,4,5,4,4,4,3,3,4,5,4,3,4,4,3,3,3,4,3,4,3,3,4,3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,6,2,4,4,3,2,2,2,3,3,1,20,African American,3,4,4,4,1
R_2uDRMQbFH0i2mwt,Default Response Set,Anonymous,,,99.181.52.102,0,21/02/2017 9:30,21/02/2017 9:34,1,1,7,7,7,7,1,1,1,1,7,1,1,7,6,4,5,2,4,1,1,1,1,5,1,7,3,2,3,3,4,3,2,3,3,3,2,4,4,3,2,2,1,3,3,4,2,2,4,3,4,4,3,5,5,5,4,5,2,6,6,5,2,3,4,3,1,1,4,3,4,2,27,Caucasian,4,2,1,1,1
R_6LRon3iD4xHssbX,Default Response Set,Anonymous,,,184.183.153.210,0,21/02/2017 9:23,21/02/2017 9:34,1,1,6,6,7,6,1,1,1,1,6,1,1,6,7,2,6,1,6,3,3,5,3,3,2,4,1,2,1,1,1,3,1,1,1,1,1,4,2,1,1,1,1,1,3,3,3,3,3,4,2,2,2,4,4,3,,1,1,6,7,2,1,5,5,1,4,1,4,4,4,2,53,white ,7,2,2,5,1
R_bKrUIzcYlFStFSR,Default Response Set,Anonymous,,,141.217.203.132,0,21/02/2017 9:31,21/02/2017 9:36,1,1,7,7,7,7,1,1,1,1,7,1,5,1,7,6,7,1,1,3,5,5,5,3,1,7,2,1,5,2,2,5,2,1,4,2,4,3,1,2,2,2,1,2,4,4,2,2,2,1,5,5,3,2,2,2,4,1,1,5,6,7,2,5,5,1,1,1,4,5,4,2,21,White,2,1,1,1,1
R_9SvDwo1pO5vHnKd,Default Response Set,Anonymous,,,73.237.22.172,0,21/02/2017 9:31,21/02/2017 9:36,1,1,7,7,7,7,1,1,1,1,7,1,7,7,7,4,4,2,4,1,1,1,1,7,1,7,1,3,2,1,5,3,4,1,3,3,3,2,2,3,2,4,3,3,4,4,4,4,1,1,1,1,2,3,3,3,3,1,1,1,1,7,2,4,5,5,1,1,5,5,5,2,41,White,1,2,2,2,1
R_9ujjaJzYKQAJEFv,Default Response Set,Anonymous,,,107.77.203.204,0,21/02/2017 9:29,21/02/2017 9:37,1,1,6,3,6,4,2,1,2,2,6,3,3,6,5,6,4,5,4,4,3,7,5,2,3,6,4,3,3,3,4,3,3,4,4,3,3,4,4,4,4,4,3,4,3,2,2,2,3,3,3,3,3,3,3,3,3,1,2,2,2,6,2,4,4,3,2,2,2,3,3,1,34,United States,4,5,3,6,1
R_6RqlmtBDLy1RVpH,Default Response Set,Anonymous,,,70.175.102.188,0,21/02/2017 9:30,21/02/2017 9:38,1,1,6,6,6,5,2,2,3,3,5,2,2,5,7,5,4,4,4,2,3,5,4,5,2,6,3,3,3,3,4,4,4,3,3,4,3,4,3,4,3,4,4,4,3,3,3,3,3,2,2,2,3,3,3,3,3,5,6,5,6,4,3,4,5,1,2,1,4,4,4,2,54,caucasian,14,2,2,4,1
R_9T9gVoiInVkbNpH,Default Response Set,Anonymous,,,165.225.38.190,0,21/02/2017 9:33,21/02/2017 9:38,1,1,5,4,4,4,3,4,4,4,4,4,4,4,5,4,4,3,4,4,4,7,4,1,4,4,3,2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,2,3,3,2,2,2,2,2,2,2,3,2,4,6,4,2,4,3,3,3,3,3,3,3,2,3,1,37,white,12,4,3,6,2
R_d6ah8wzoz75cKB7,Default Response Set,Anonymous,,,99.77.78.201,0,21/02/2017 9:30,21/02/2017 9:38,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,2,6,2,6,1,1,2,5,2,1,7,2,3,2,2,4,3,4,2,2,4,2,4,3,4,2,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,6,5,6,6,2,2,4,5,1,1,1,4,4,4,1,41,Caucasian,4,1,1,1,1
R_cu7LvIAP26oedVP,Default Response Set,Anonymous,,,172.78.105.145,0,21/02/2017 9:30,21/02/2017 9:38,1,1,6,5,6,6,2,1,2,2,7,2,1,3,7,4,5,1,7,2,2,6,3,1,1,6,3,2,3,2,4,3,2,2,3,2,2,4,4,3,2,4,4,3,3,3,3,3,2,1,1,2,2,3,3,3,2,2,1,2,4,5,2,4,5,1,2,2,3,4,4,1,34,white,6,3,4,6,2
R_55qe7EwV9t706od,Default Response Set,Anonymous,,,66.56.27.184,0,21/02/2017 9:36,21/02/2017 9:38,1,1,1,7,1,1,1,7,7,7,1,7,7,1,1,7,1,7,1,7,7,7,1,1,7,1,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,1,2,7,2,2,5,5,4,2,2,1,5,5,2,1,23,white,2,1,1,1,1
R_0q9b9OwPIvWgJ8x,Default Response Set,Anonymous,,,73.140.44.47,0,21/02/2017 9:23,21/02/2017 9:39,1,1,3,1,2,3,5,5,4,4,3,2,3,6,5,7,6,2,6,3,6,6,2,2,5,6,2,2,4,2,4,4,3,2,4,3,2,4,4,4,2,4,3,4,1,1,1,1,3,2,3,2,3,3,3,3,4,2,2,1,1,2,5,1,4,4,2,1,1,1,1,4,32,Prefer not to say,1,6,3,6,4
R_9BMYd1Wdev3oBXn,Default Response Set,Anonymous,,,75.143.115.203,0,21/02/2017 9:30,21/02/2017 9:39,1,1,6,6,6,5,1,1,1,1,5,1,1,3,7,5,5,1,6,2,2,6,2,2,2,6,2,1,2,2,4,2,4,2,3,4,2,4,4,4,2,4,4,4,3,2,3,2,3,3,4,4,4,3,3,3,3,1,3,1,5,6,2,4,5,2,1,1,5,4,4,2,65,Euro American,2,5,6,5,2
R_eQF52SoOmD45oe9,Default Response Set,Anonymous,,,50.167.252.75,0,21/02/2017 9:18,21/02/2017 9:40,1,1,6,6,6,6,2,2,2,2,5,2,2,2,6,5,6,4,5,3,2,5,3,4,2,6,4,3,4,3,4,4,4,2,4,5,4,5,4,4,2,4,4,3,2,3,3,2,2,1,4,2,3,4,4,3,3,2,2,4,5,6,2,4,4,1,1,1,4,3,2,2,72,East Asian,2,5,6,4,2
R_1H3R6uCmnY8y92R,Default Response Set,Anonymous,,,66.210.46.170,0,21/02/2017 9:37,21/02/2017 9:41,1,1,4,4,5,6,4,3,3,4,5,4,3,6,5,5,5,6,5,5,5,6,6,5,6,5,4,3,4,4,4,4,3,3,4,3,3,3,4,4,3,4,4,3,4,3,3,4,3,4,3,4,3,3,4,4,3,5,4,5,5,4,2,2,2,3,3,2,3,3,2,2,32,White,4,2,2,2,1
R_aibIzrR4V0sg8ER,Default Response Set,Anonymous,,,173.17.73.121,0,21/02/2017 9:37,21/02/2017 9:41,1,1,6,6,6,6,2,1,1,1,7,2,1,5,6,7,7,6,3,2,2,6,2,5,1,6,2,2,2,2,4,5,4,2,2,4,2,3,2,4,2,4,4,4,4,4,4,4,3,1,4,4,3,2,3,4,4,3,6,3,5,5,1,4,4,2,1,1,3,4,4,1,29,Filipino-American,5,2,2,3,1
