V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q17,tol1,tol2,tol3,tol4,tol5,amount1,amount2,amount3,amount4,growth1,growth2,growth3,growth4,fixable1,fixable2,fixable3,fixable4,fixable5,fixable6,fixable7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,esjt1,esjt2,esjt3,esjt4,esjt5,esjt6,esjt7,esjt8,esjt9,esjt10,esjt11,esjt12,esjt13,esjt14,esjt15,esjt16,esjt17,pwe1,pwe2,pwe3,pwe4,pwe5,pwe6,pwe7,pwe8,pwe9,pwe10,pwe11,pwe12,pwe13,pwe14,pwe15,pwe16,pwe17,pwe18,pwe19,wvs,issp,inegal1,inegal2,inegal3,inegal4,inegal5,inegal6,inegal7,inegal8,redist1,redist2,redist3,redist4,Q28,Q29,dict.give,gender,age,ethnicity,income,ideol,soc.att,econ.att,partyID,Q18,comp.code
R_2BeyUARHz0GkmfT,Default Response Set,Anonymous,,,173.91.220.188,0,2018-05-08 11:28,2018-05-08 11:45,1,1,7,7,6,1,1,1,1,7,7,3,6,2,7,1,1,6,2,3,1,7,3,1,2,1,2,4,2,3,1,2,2,2,1,2,2,2,1,2,6,6,4,1,7,2,7,6,1,6,1,7,1,1,7,3,9,2,8,2,5,3,8,2,6,2,3,7,1,9,2,7,3,2,5,4,4,2,2,1,5,3,3,2,5,5,5,4,4,6,5,1,6,3,3,1,3,1,1,1,3,4,3,4,3,1,1,11,2,35,white,3,2,2,2,1,1,9672
R_XS7JbkQb7RShlzr,Default Response Set,Anonymous,,,69.136.139.67,0,2018-05-08 11:43,2018-05-08 11:45,1,1,1,1,1,1,1,5,5,4,1,7,4,7,1,7,7,7,7,7,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,5,5,5,5,5,3,4,4,4,4,1,1,1,1,27,AMERICAN,1,4,4,4,2,1,7502
R_3HGKptgm7C7W48z,Default Response Set,Anonymous,,,24.164.253.196,0,2018-05-08 11:35,2018-05-08 11:45,1,1,6,6,6,2,2,2,2,3,6,5,6,2,6,2,2,3,2,3,2,6,4,2,3,3,4,4,3,4,3,4,3,4,4,3,3,4,4,4,6,7,2,2,6,2,6,6,2,6,2,6,2,2,6,6,6,2,8,2,8,5,6,3,6,2,6,3,6,8,2,7,2,2,5,5,5,2,5,2,6,5,3,2,3,5,5,5,5,3,3,2,6,3,3,3,3,3,3,3,3,3,3,3,3,1,1,11,1,40,White,6,3,3,3,1,1,3894
R_2w4sD2oodQd1DPA,Default Response Set,Anonymous,,,173.90.75.108,0,2018-05-08 11:40,2018-05-08 11:45,1,1,6,7,7,1,1,3,1,5,7,3,5,4,6,2,2,3,2,5,2,6,2,2,2,2,3,3,3,2,2,3,2,4,2,3,2,3,4,3,5,7,1,1,7,1,7,7,1,7,1,7,1,1,7,4,9,3,9,5,6,3,4,3,8,4,3,9,4,9,1,5,5,4,5,6,5,3,4,5,4,4,3,5,6,4,3,4,3,5,4,2,7,1,3,1,1,1,1,1,3,4,3,4,4,1,1,7,1,41,white,2,2,2,3,1,1,3529
R_RqAhh2vL79QPghX,Default Response Set,Anonymous,,,71.90.82.107,0,2018-05-08 11:37,2018-05-08 11:46,1,1,3,3,2,5,4,4,4,4,4,6,4,4,4,3,4,6,5,3,3,5,4,3,3,3,4,3,4,2,4,4,3,4,4,2,4,4,3,3,2,5,3,2,4,2,5,5,2,6,2,5,2,2,6,6,6,3,3,7,6,5,3,5,3,4,6,5,5,5,7,2,3,3,6,6,5,4,4,2,4,6,5,5,3,4,5,6,6,3,2,7,4,4,4,3,3,3,4,4,3,3,1,3,2,1,1,5,2,45,White,9,4,6,5,2,1,4987
R_1oyWS80ZzcahPXv,Default Response Set,Anonymous,,,172.97.7.163,0,2018-05-08 11:34,2018-05-08 11:46,1,1,7,6,7,7,1,2,1,7,7,7,7,1,6,1,2,5,1,2,1,7,4,3,4,4,5,5,5,4,2,5,2,5,2,5,4,5,5,5,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,7,8,1,9,1,9,3,6,1,7,1,3,7,1,9,1,3,5,1,6,7,7,3,2,1,5,6,6,1,3,7,2,7,7,7,7,3,6,1,1,1,1,1,1,1,3,4,3,3,3,1,1,6,1,32,Caucasian,9,5,5,5,3,1,8891
R_3QF9r1Acd8VkayT,Default Response Set,Anonymous,,,76.169.212.67,0,2018-05-08 11:32,2018-05-08 11:46,1,1,7,7,7,1,1,2,2,7,6,6,5,4,5,2,5,5,2,3,2,4,2,2,2,2,4,4,2,3,2,4,4,4,2,3,2,3,2,3,5,5,4,2,5,1,6,6,1,6,1,6,1,1,7,4,6,6,7,7,7,3,6,6,7,6,3,3,6,9,3,9,6,2,3,3,1,2,7,5,5,4,5,2,6,6,7,5,4,4,5,4,6,4,4,3,3,4,4,3,3,4,4,4,4,1,1,1,2,21,Latino/Hispanic,1,2,2,2,1,1,5477
R_27WIrZqbh0EoopU,Default Response Set,Anonymous,,,69.69.20.172,0,2018-05-08 11:33,2018-05-08 11:46,1,1,6,6,6,2,2,2,2,3,6,2,6,2,4,2,2,5,2,5,2,6,2,2,2,3,3,4,3,2,2,3,3,3,2,2,2,3,3,3,6,6,2,1,6,2,6,6,1,7,3,6,2,2,6,2,3,2,8,2,7,2,7,2,8,5,2,8,2,9,2,7,4,3,6,6,2,1,5,2,4,2,3,3,6,6,5,2,2,5,5,2,7,3,4,3,3,3,3,3,3,4,4,4,4,1,1,3,2,48,Caucasian American,3,4,4,4,2,1,3777
R_sOx59NjqLoJlaKJ,Default Response Set,Anonymous,,,69.1.43.33,0,2018-05-08 11:37,2018-05-08 11:46,1,1,1,1,1,7,7,6,4,4,4,4,4,7,1,2,2,6,2,6,2,6,5,3,5,1,3,3,4,4,3,4,4,5,3,4,5,4,4,3,1,1,4,1,1,4,7,7,1,7,4,4,4,4,7,9,9,8,1,1,5,5,1,5,1,1,5,1,9,1,5,1,4,4,4,7,4,4,4,1,4,7,4,7,1,4,4,7,7,4,4,6,4,4,5,5,3,3,4,5,3,1,1,1,1,1,1,1,1,48,Scots-Irish Cherokee,1,9,1,7,4,1,3093
R_3PNTbthFANphPnL,Default Response Set,Anonymous,,,68.106.109.44,0,2018-05-08 11:41,2018-05-08 11:46,1,1,2,2,2,2,2,5,2,2,2,4,4,4,4,5,4,4,6,4,4,4,4,3,4,4,4,3,4,3,3,4,3,3,3,3,4,4,4,3,2,2,6,5,2,6,2,2,4,3,4,2,5,4,6,7,5,5,5,6,6,8,4,5,5,4,5,6,5,5,8,5,5,5,6,5,4,4,6,4,3,6,5,5,3,5,4,4,4,4,4,7,3,4,4,4,4,4,4,3,3,2,2,2,2,1,1,1,2,30,Caucasion,2,5,5,5,2,1,8328
R_31LBfeIQiNjsLTd,Default Response Set,Anonymous,,,137.45.196.219,0,2018-05-08 11:30,2018-05-08 11:46,1,1,7,7,7,1,1,1,1,6,7,1,7,1,7,1,1,7,5,5,1,7,5,1,4,4,4,4,3,4,2,3,2,4,3,2,4,3,4,4,2,2,6,5,5,1,5,4,4,3,1,7,3,3,7,7,8,1,7,2,7,3,1,6,6,3,1,9,6,1,3,7,7,2,7,6,6,3,5,7,3,5,3,5,3,2,3,6,6,7,5,2,7,3,4,1,3,3,3,3,3,4,4,4,4,1,1,2,2,26,White,1,1,1,1,1,1,8858
R_2wFcPufyWyOIfyh,Default Response Set,Anonymous,,,12.38.35.6,0,2018-05-08 11:27,2018-05-08 11:46,1,1,2,6,6,4,2,6,4,6,5,4,4,5,4,4,3,4,5,6,4,4,4,3,5,3,4,3,2,3,3,3,4,2,3,3,4,2,3,4,6,7,4,6,6,4,5,6,5,6,4,5,5,6,2,8,5,3,6,7,5,8,4,5,5,6,5,7,3,5,3,2,6,5,6,4,6,6,4,5,4,7,5,4,6,5,6,4,7,5,4,4,6,3,3,3,1,3,3,1,3,3,2,2,2,1,1,2,1,27,Mixed Race (White & Black),1,2,2,2,2,1,6646
R_3DuNQrJA9v5xX5a,Default Response Set,Anonymous,,,104.236.53.155,0,2018-05-08 11:39,2018-05-08 11:46,1,1,5,5,4,6,5,5,4,5,5,5,4,6,6,7,5,4,4,5,4,3,3,5,3,4,2,4,3,4,2,4,3,3,4,3,2,4,3,5,5,4,6,3,5,4,3,5,3,4,4,6,4,5,3,6,4,2,6,5,3,7,4,6,5,5,5,3,7,6,6,7,4,5,3,3,4,6,6,7,3,3,6,5,6,5,5,6,6,6,7,6,5,4,1,4,4,3,4,4,3,3,2,3,1,1,1,6,2,31,white,9,4,4,4,3,1,8164
R_2fg2APU7QyRZ4Ht,Default Response Set,Anonymous,,,69.179.106.226,0,2018-05-08 11:33,2018-05-08 11:46,1,1,7,6,7,2,1,1,1,4,7,3,3,3,4,2,2,2,2,2,2,7,1,1,1,1,3,4,1,1,1,3,1,4,1,1,1,1,1,3,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,2,8,2,8,2,8,2,8,2,8,2,2,4,2,8,2,8,2,2,2,4,6,2,2,2,6,2,2,2,6,4,6,2,2,2,2,1,7,3,3,1,1,3,1,1,3,4,4,4,4,1,1,6,1,60,white non hispanic,1,1,1,1,1,1,2458
R_1DSVv11WtGkyg3t,Default Response Set,Anonymous,,,160.33.195.20,0,2018-05-08 11:40,2018-05-08 11:46,1,1,2,1,3,5,1,3,5,6,5,3,5,3,5,3,5,5,3,5,3,5,4,2,4,4,4,4,5,2,2,4,2,4,4,4,2,4,5,4,3,5,5,5,5,6,2,3,3,5,2,3,5,5,6,4,4,6,6,6,7,7,7,4,4,4,3,4,6,6,6,3,1,1,1,1,1,1,1,5,6,6,1,6,2,1,4,6,6,6,6,10,5,1,5,3,1,1,1,4,3,3,3,3,2,1,1,1,1,30,Asian,14,5,6,6,3,1,6341
R_smLweIilpukgtSp,Default Response Set,Anonymous,,,24.216.219.184,0,2018-05-08 11:36,2018-05-08 11:46,1,1,3,3,3,4,4,3,4,4,3,5,1,5,1,3,3,3,3,3,3,5,3,1,4,1,1,5,1,5,3,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,7,1,7,1,4,1,1,7,1,9,5,1,1,4,1,1,5,6,2,6,1,7,1,7,3,1,1,1,4,1,4,1,1,7,5,1,1,5,1,7,4,4,5,4,7,1,5,5,5,1,1,4,5,3,2,1,2,1,1,1,1,1,37,white,1,7,7,7,3,1,5479
R_25TNtldVLqT3doS,Default Response Set,Anonymous,,,67.49.60.107,0,2018-05-08 11:30,2018-05-08 11:46,1,1,1,7,7,1,1,1,1,7,7,7,6,2,4,2,1,1,1,7,1,7,4,4,4,2,4,4,1,3,3,3,2,4,4,2,2,3,2,3,7,7,4,4,4,1,7,7,1,7,1,7,1,1,7,7,5,5,5,5,1,5,9,5,5,2,3,5,1,5,5,5,5,5,6,4,6,1,4,2,4,6,2,4,4,2,4,4,4,4,3,1,6,1,1,1,4,1,1,1,3,3,3,3,4,1,1,6,2,27,native american,2,1,1,1,2,1,7456
R_22FzMoUhf6CcEKJ,Default Response Set,Anonymous,,,71.84.182.96,0,2018-05-08 11:43,2018-05-08 11:46,1,1,4,4,5,5,5,5,5,3,4,5,4,5,3,4,3,5,3,5,5,4,4,3,3,3,4,2,3,3,4,3,3,3,2,3,4,4,3,2,5,4,4,5,5,5,3,6,4,4,5,5,5,4,3,7,6,4,6,6,7,5,6,7,5,4,3,5,6,5,6,5,4,5,4,5,5,5,3,4,5,4,5,4,5,4,5,5,4,3,5,8,5,4,3,3,3,4,4,5,3,3,2,2,3,1,1,6,1,30,white,7,4,4,5,2,1,7472
R_24x8HBkWztAdpx6,Default Response Set,Anonymous,,,107.5.125.254,0,2018-05-08 11:40,2018-05-08 11:46,1,1,5,6,5,2,2,2,2,5,6,5,6,2,6,4,4,5,4,2,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,6,6,2,2,6,2,6,6,2,6,2,6,2,2,6,4,3,5,7,6,5,6,2,5,4,6,4,3,5,4,4,5,3,2,5,7,6,5,6,3,5,6,6,4,4,6,5,6,6,5,6,5,6,3,4,4,3,4,3,3,3,3,3,2,2,1,1,6,1,48,white,10,2,2,3,1,1,7280
R_1HdTLjXcjdzFI3U,Default Response Set,Anonymous,,,69.180.180.190,0,2018-05-08 11:38,2018-05-08 11:46,1,1,5,6,5,2,2,3,5,3,7,5,5,3,4,3,3,6,5,1,3,5,3,2,2,2,4,4,4,2,2,4,2,2,4,4,2,3,3,3,4,4,5,4,4,5,4,3,5,5,3,5,5,1,6,2,6,2,7,2,7,3,5,1,6,5,3,5,1,6,3,6,5,3,2,2,6,3,3,2,6,3,2,5,4,1,6,4,4,5,1,4,6,3,3,3,3,3,3,1,3,3,4,4,4,1,1,7,2,24,White,1,2,2,2,1,1,1046
R_2eXXLlRsmEZD3r5,Default Response Set,Anonymous,,,216.9.29.67,0,2018-05-08 11:36,2018-05-08 11:46,1,1,1,1,1,7,7,7,7,1,1,7,1,7,1,7,7,7,7,1,7,7,5,5,1,1,5,5,5,5,1,5,5,1,5,1,5,1,1,5,1,1,7,1,1,7,7,7,1,7,1,1,7,7,1,7,1,9,9,9,9,9,1,1,1,1,7,9,9,1,9,9,7,7,7,7,7,7,7,1,1,7,7,7,7,7,1,7,7,7,7,10,1,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,52,Irish-Cherokee,2,7,7,7,2,1,6002
R_etG4O6GbB2TqQPn,Default Response Set,Anonymous,,,68.111.198.189,0,2018-05-08 11:34,2018-05-08 11:46,1,1,7,7,7,2,2,1,1,5,6,4,6,2,5,2,3,3,3,3,3,5,2,2,2,2,3,3,2,2,1,3,2,3,2,3,2,3,3,3,5,7,1,1,7,1,7,6,1,7,1,7,1,1,6,4,7,2,8,2,8,2,5,1,7,2,2,3,7,9,4,9,5,2,5,4,3,2,4,2,6,3,5,3,5,5,6,5,4,5,4,4,7,3,4,3,3,4,3,3,3,4,3,3,3,1,1,6,2,46,white,5,3,2,3,1,1,2245
R_3G1AhdcmCcrmv0d,Default Response Set,Anonymous,,,64.107.3.126,0,2018-05-08 11:40,2018-05-08 11:46,1,1,7,7,7,1,1,4,2,7,4,4,6,4,6,2,4,4,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,5,1,1,4,1,6,4,1,5,1,5,1,5,7,5,5,5,7,5,5,7,5,5,5,5,5,5,5,8,5,5,4,4,4,4,4,4,4,4,6,4,4,4,5,4,4,4,4,5,4,5,6,4,4,4,4,4,4,4,3,3,4,3,3,1,1,6,1,51,black,5,4,4,4,2,1,5462
R_1F3dx7kfhFd6FFa,Default Response Set,Anonymous,,,96.245.155.163,0,2018-05-08 11:33,2018-05-08 11:47,1,1,6,6,7,2,2,5,2,3,6,5,5,3,5,2,2,2,2,6,2,6,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,7,7,1,1,7,1,7,7,1,7,1,7,1,2,7,8,6,3,8,4,6,6,8,7,8,4,7,8,3,8,2,2,5,3,6,5,6,5,6,5,5,6,6,6,2,5,5,6,6,5,5,2,6,3,3,3,3,3,3,3,3,4,4,4,4,1,1,6,2,28,white ,7,4,5,4,1,1,9648
R_2E14CrSf5Ak9yNc,Default Response Set,Anonymous,,,68.197.36.98,0,2018-05-08 11:37,2018-05-08 11:47,1,1,7,7,7,2,1,1,1,2,7,5,7,1,7,1,1,5,1,6,1,7,1,1,3,2,3,1,3,1,1,3,1,4,1,3,1,3,3,3,7,7,2,1,7,1,7,7,2,7,1,7,2,1,7,1,9,1,9,5,4,5,5,1,9,5,3,5,1,9,1,4,2,1,4,4,4,2,3,1,7,4,4,1,5,5,7,4,4,1,1,1,7,1,1,1,1,1,1,1,3,4,4,4,4,1,1,1,1,57,white,1,2,1,2,1,1,5613
R_25vmVBXXHxm4PYU,Default Response Set,Anonymous,,,107.12.142.48,0,2018-05-08 11:42,2018-05-08 11:47,1,1,2,2,2,5,4,2,2,5,5,5,5,3,3,7,4,7,6,1,5,2,4,2,4,4,4,3,4,3,3,4,4,3,4,3,4,4,3,4,2,2,4,3,5,2,4,3,3,5,3,5,4,3,4,6,7,6,4,7,3,5,4,5,6,3,5,5,4,3,4,6,6,5,7,6,5,4,6,2,3,7,4,5,4,7,3,5,5,6,4,6,5,4,5,1,1,4,4,3,3,3,3,2,2,1,1,1,2,35,white,3,4,3,3,1,1,8124
R_2EnrBb9W1P0B2Xk,Default Response Set,Anonymous,,,108.244.214.209,0,2018-05-08 11:29,2018-05-08 11:47,1,1,7,7,7,1,1,1,1,5,7,3,7,1,5,2,2,5,2,4,2,6,1,2,1,1,3,4,1,2,1,1,1,3,1,2,1,2,2,2,6,5,1,1,6,1,7,6,1,7,1,7,1,1,7,5,6,2,9,2,9,2,3,2,7,2,1,9,1,9,1,5,2,1,4,6,3,2,5,3,7,5,3,2,2,7,7,6,5,5,4,4,6,3,3,3,3,3,3,3,3,4,4,4,4,1,1,4,2,40,White,5,3,3,3,2,1,7749
R_picq57N5mM6UzKh,Default Response Set,Anonymous,,,173.72.56.96,0,2018-05-08 11:29,2018-05-08 11:47,1,1,5,6,5,2,2,2,2,3,7,4,4,3,3,2,2,5,2,3,2,6,2,2,2,2,4,3,4,2,2,4,2,4,2,3,2,4,3,3,4,5,1,1,7,1,7,6,2,7,1,7,1,1,7,3,8,2,9,2,8,2,6,2,8,3,2,8,2,9,2,6,3,1,2,5,4,2,4,3,6,2,2,4,2,3,4,5,5,5,6,3,7,3,3,3,1,3,3,1,3,4,4,4,4,1,1,6,2,54,White,10,2,2,2,1,1,4733
R_1P7RKyLuwniZMd9,Default Response Set,Anonymous,,,73.226.185.204,0,2018-05-08 11:37,2018-05-08 11:47,1,1,6,6,6,1,1,2,1,6,6,4,6,2,6,2,2,2,2,5,2,6,3,2,1,1,3,4,2,1,2,2,2,2,3,2,2,1,1,2,6,7,1,1,7,1,7,7,1,7,1,7,1,1,7,1,5,1,9,5,9,1,8,2,8,5,1,2,2,8,1,8,1,2,2,5,6,1,6,2,5,3,1,2,5,6,5,2,2,6,5,2,6,1,1,4,1,3,1,1,3,4,3,4,3,1,1,3,2,58,white,6,1,1,1,1,1,6315
R_2EEoZkrC2lOluf7,Default Response Set,Anonymous,,,169.233.3.42,0,2018-05-08 11:39,2018-05-08 11:47,1,1,3,5,5,3,2,2,2,5,6,5,4,5,2,3,3,5,2,2,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,2,4,3,3,4,5,3,5,4,3,3,3,4,5,4,5,4,4,4,3,6,3,6,6,6,4,3,3,4,3,5,4,4,3,6,3,3,5,3,5,3,6,3,5,5,5,4,3,4,4,3,5,4,4,4,5,4,5,3,4,4,3,4,3,4,3,3,3,4,4,1,1,7,2,23,Asian,8,2,2,2,1,1,3653
R_3KOe9kty68U7vgr,Default Response Set,Anonymous,,,24.47.213.31,0,2018-05-08 11:38,2018-05-08 11:47,1,1,5,6,4,3,2,2,2,6,6,5,7,2,7,6,6,6,6,2,6,2,2,4,2,2,3,4,3,2,4,3,4,3,3,3,2,3,3,3,2,4,4,2,2,4,4,2,2,4,4,2,4,3,4,3,2,4,7,5,2,5,1,7,5,7,2,2,4,8,4,8,5,4,5,6,4,2,4,6,3,3,4,5,5,7,2,5,2,7,6,4,6,5,4,4,4,5,4,5,3,3,3,3,3,1,1,1,1,68,white,6,7,7,7,3,1,6915
R_siGDYywPUBVuUVP,Default Response Set,Anonymous,,,98.202.150.209,0,2018-05-08 11:36,2018-05-08 11:47,1,1,5,3,1,5,3,2,3,5,6,6,4,3,5,3,5,6,5,2,2,6,2,1,3,1,3,4,2,3,2,1,1,4,2,2,1,2,2,4,3,1,4,2,3,5,4,2,3,6,5,2,3,2,6,7,4,3,4,7,7,7,5,3,1,1,7,8,7,2,7,2,4,4,2,6,5,2,3,5,3,6,5,2,2,4,2,5,4,3,4,1,4,4,5,4,3,5,4,5,3,2,1,1,1,1,1,1,1,67,white/european,7,7,6,6,3,1,1022
R_2rHl3JxngKQIWNr,Default Response Set,Anonymous,,,174.255.5.207,0,2018-05-08 11:42,2018-05-08 11:47,1,1,6,5,6,6,2,4,3,5,6,5,6,4,4,3,3,5,3,4,3,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,2,2,6,2,4,6,2,6,1,7,1,1,7,5,5,3,7,2,2,2,5,2,6,4,5,5,5,7,2,6,4,3,4,4,6,4,3,4,6,6,4,4,4,5,5,4,5,6,4,3,6,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,36,White,6,2,2,2,1,1,8243
R_3PZUNeJA5H4ZpFg,Default Response Set,Anonymous,,,73.2.54.96,0,2018-05-08 11:45,2018-05-08 11:47,1,1,5,5,4,4,4,5,4,3,5,5,5,4,4,5,5,6,4,5,5,4,3,4,4,3,3,2,2,3,4,4,3,3,4,4,3,3,3,4,4,5,5,3,3,3,3,3,4,5,5,4,4,4,4,5,4,4,6,5,5,5,6,6,7,4,4,5,5,6,6,3,4,5,5,4,4,3,3,4,3,3,3,4,5,5,4,5,4,4,5,3,6,4,3,3,4,4,4,3,3,3,3,3,4,1,1,1,1,24,hispanic,3,3,3,2,1,1,8974
R_3dQDR1iGCFPSRL8,Default Response Set,Anonymous,,,107.77.226.126,0,2018-05-08 11:30,2018-05-08 11:48,1,1,5,5,5,3,2,2,2,5,6,5,5,2,6,2,3,5,3,2,3,5,2,2,3,4,4,4,4,4,3,4,3,3,2,4,3,4,4,4,5,6,2,2,6,2,6,5,2,6,3,6,2,2,6,6,7,4,7,6,4,5,6,3,6,4,5,3,2,6,3,3,5,2,5,6,5,3,3,5,4,5,3,3,5,5,4,5,4,6,3,4,5,4,3,3,3,3,4,4,3,3,3,3,3,1,1,8,1,32,Asian,10,3,3,3,1,1,9183
R_1kZfRUxQpFlNMIN,Default Response Set,Anonymous,,,67.141.133.5,0,2018-05-08 11:35,2018-05-08 11:48,1,1,1,2,1,6,6,3,2,2,6,6,1,4,1,6,4,7,7,1,7,2,2,1,4,2,4,3,3,4,3,4,2,3,4,4,2,4,3,4,1,1,5,4,2,5,3,3,3,5,3,4,4,4,3,8,7,6,5,8,4,7,2,3,5,2,7,5,9,5,7,3,5,3,5,7,4,5,5,3,5,6,5,5,2,6,6,4,6,6,5,8,2,4,4,3,4,4,4,4,3,3,2,2,2,1,1,1,2,50,White,3,7,7,6,3,1,9885
R_Zmiy4Zre97t5yjT,Default Response Set,Anonymous,,,74.211.88.191,0,2018-05-08 11:31,2018-05-08 11:48,1,1,7,7,7,1,1,1,1,5,7,5,7,1,7,1,1,5,1,3,1,7,2,1,1,2,3,3,3,2,1,3,1,3,2,2,1,2,3,2,7,7,1,1,7,4,7,7,1,7,1,7,4,1,7,1,8,6,9,1,5,2,8,2,9,5,1,9,5,9,1,5,4,1,4,6,2,1,4,5,4,4,2,4,6,4,6,4,3,2,1,2,7,1,1,1,1,1,1,1,3,4,4,4,4,1,1,1,1,58,White,1,1,1,1,4,1,6685
R_2TuxjPy0NUq94zt,Default Response Set,Anonymous,,,160.3.12.25,0,2018-05-08 11:39,2018-05-08 11:48,1,1,4,4,3,5,3,5,4,3,4,6,3,4,2,3,6,6,5,3,4,5,4,3,4,3,4,3,4,3,4,4,3,4,4,3,3,4,4,3,2,3,5,3,4,5,3,5,5,6,4,5,5,3,5,7,4,7,5,6,6,7,4,6,3,4,7,4,3,3,5,3,3,3,4,6,6,5,4,6,4,6,4,5,3,6,4,6,5,4,5,7,3,3,5,4,3,4,5,4,3,3,2,3,2,1,1,1,1,38,white,2,4,4,4,2,1,5760
R_2ckp0rpRwQvFSCE,Default Response Set,Anonymous,,,73.61.61.207,0,2018-05-08 11:35,2018-05-08 11:48,1,1,2,3,5,4,4,3,3,2,5,6,2,3,6,2,3,7,6,3,2,6,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,5,3,5,5,3,7,1,3,3,3,5,9,8,6,4,8,4,7,3,5,2,2,8,8,2,2,3,2,6,2,6,6,6,5,5,6,2,5,6,6,2,6,2,6,6,6,6,4,5,4,4,3,4,4,3,5,3,3,2,2,2,1,1,1,1,53,White,9,4,4,4,2,1,9260
R_1ruHMXILm23qgxY,Default Response Set,Anonymous,,,216.68.118.178,0,2018-05-08 11:42,2018-05-08 11:48,1,1,3,5,5,6,5,5,5,6,6,6,6,5,4,5,4,4,3,6,5,5,4,2,4,3,4,4,3,4,3,4,3,4,3,4,4,3,2,4,5,4,6,5,5,5,3,5,6,5,6,5,5,6,5,7,5,6,7,6,5,5,7,6,7,6,5,7,6,5,8,6,6,4,3,5,5,4,6,4,6,4,5,6,4,3,5,6,5,4,6,7,5,5,3,4,4,4,3,4,4,3,2,3,3,1,1,3,2,31,CAUCASIAN,7,4,4,4,2,1,1694
R_11d3GXqXbwA6FCU,Default Response Set,Anonymous,,,204.116.215.94,0,2018-05-08 11:29,2018-05-08 11:48,1,1,6,2,4,2,3,1,1,6,1,6,6,2,6,4,4,5,6,2,4,6,4,5,2,4,1,4,3,4,2,4,4,3,3,3,3,3,3,3,3,3,1,1,5,1,6,6,6,6,1,5,1,1,7,8,8,2,2,8,7,3,4,4,8,2,1,4,8,8,8,6,7,6,7,6,5,6,2,7,3,6,4,6,2,5,2,6,6,5,6,7,6,5,4,3,3,4,3,4,3,2,2,2,4,1,1,11,2,48,Negroe,5,6,4,5,2,1,4543
R_3pmuMDOuR8AiR8f,Default Response Set,Anonymous,,,66.25.68.118,0,2018-05-08 11:32,2018-05-08 11:48,1,1,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,4,5,4,3,4,3,3,4,4,3,3,3,3,4,3,3,4,3,4,4,3,4,3,4,5,4,4,4,4,5,4,5,5,5,4,5,4,6,8,7,6,7,7,9,7,7,6,6,7,7,7,6,5,6,8,5,5,6,6,6,6,5,6,6,6,5,6,4,4,5,6,6,6,5,1,4,4,3,3,3,4,3,4,3,2,3,2,3,1,1,3,1,22,hispanic,2,3,3,4,2,1,
R_1pmNw28vfJdg4fx,Default Response Set,Anonymous,,,205.144.215.148,0,2018-05-08 11:44,2018-05-08 11:48,1,1,5,4,4,4,5,4,5,4,5,3,4,4,2,4,5,5,4,2,4,3,3,4,3,3,4,3,2,2,3,4,3,2,3,4,4,3,3,4,5,5,6,7,6,6,7,6,6,7,6,6,7,6,6,6,5,6,5,5,6,6,6,7,8,8,7,8,9,7,7,9,5,6,5,4,4,5,6,6,5,4,4,5,6,6,7,6,5,4,5,7,4,3,4,4,3,1,3,4,4,2,2,3,4,1,1,6,2,29,white,1,5,4,4,1,1,4883
R_3kzYuBfp3g3KNbQ,Default Response Set,Anonymous,,,1.169.112.59,0,2018-05-08 11:31,2018-05-08 11:48,1,1,6,6,6,1,1,1,1,7,7,7,1,5,1,1,1,5,3,3,1,7,5,3,5,3,5,3,5,5,3,5,3,4,3,5,3,5,5,5,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,8,8,7,7,9,8,8,6,4,5,5,7,5,5,5,2,5,6,1,5,6,5,5,5,1,5,6,6,1,1,2,5,6,6,1,2,4,6,1,4,4,1,4,1,1,3,3,3,4,4,1,1,1,1,35,white,14,3,3,3,1,1,6359
